"bgmea_num","capacity","machine","fac_type","upazila","date_est","exist05","upaz2011","parent"
929,65500,209,1,"pallabi",1989,1,302664,30026
1057,60000,170,0,"tejgaon industrial area",1992,1,302692,30026
1522,130000,306,0,"rampura",1992,1,302667,30026
2459,48000,97,0,"pallabi",1997,1,302664,30026
1683,36000,285.5,1,"jatrabari",1993,1,302629,30026
1461,90000,137.5,0,"mirpur",1993,1,302648,30026
1265,14700,89,0.5,"mohammadpur",1991,1,302650,30026
1704,6000,25,0.5,"kafrul",1993,1,302630,30026
993,2e+05,473.5,0,"savar",1992,1,302672,30026
2749,1e+05,251,0,"gazipur sadar",1998,1,303330,30033
3150,1e+05,221,0,"savar",2000,1,302672,30026
3061,3e+05,175,1,"narayanganj sadar",2000,1,306758,30067
2161,50000,522.5,1,"ramna",1995,1,302666,30026
1943,96000,199,0,"uttara, bimanbandar",1994,1,302695,30026
703,36000,105,0.5,"dhanmondi",1988,1,302616,30026
223,50000,120,0,"mohammadpur",1985,1,302650,30026
2216,338000,105,1,"narayanganj sadar",1996,1,306758,30067
1328,120000,174.5,0,"kafrul",1992,1,302630,30026
717,278000,146.5,1,"mohammadpur",1989,1,302650,30026
2449,NA,224.4716134,1,"sonargaon",1997,1,306704,30067
1240,50000,100,0,"rampura",1992,1,302667,30026
2453,170000,55,1,"narayanganj sadar",1997,1,306758,30067
1630,68880,205,1,"pallabi",1993,1,302664,30026
953,150000,217,0,"narayanganj sadar",1992,1,306758,30067
1013,25000,105,0,"uttara, bimanbandar",1994,1,302695,30026
2594,225000,928.5,1,"gazipur sadar",1998,1,303330,30033
836,NA,152.6192883,0,"pallabi",1991,1,302664,30026
1986,42000,71,0,"rampura",1995,1,302667,30026
2702,NA,116.6192883,1,"ramna",1998,1,302666,30026
1863,42000,247,1,"gazipur sadar",1994,1,303330,30033
1544,55000,149,0,"tejgaon",1993,1,302690,30026
2734,234000,135.5,1,"tejgaon",1998,1,302690,30026
938,75000,182.5,0,"kafrul",1992,1,302630,30026
2703,36000,210,1,"pallabi",1998,1,302664,30026
3045,130000,169,0,"kafrul",2000,1,302630,30026
2670,3e+05,251.1192883,1,"savar",1998,1,302672,30026
1901,15000,65,0,"ramna",1994,1,302666,30026
1456,150000,122.5,1,"sreepur",1993,1,303386,30033
1520,150000,275,0.5,"new market",1993,1,302663,30026
2529,60000,78.5,0,"tejgaon",1997,1,302690,30026
3198,211250,88,1,"gazipur sadar",2000,1,303330,30033
2407,35100,160,0,"gazipur sadar",1996,1,303330,30033
1298,30000,145,0,"gulshan",1992,1,302626,30026
1945,40000,295,0,"savar",1994,1,302672,30026
727,32400,150,0,"gazipur sadar",1989,1,303330,30033
1833,50000,120,0.5,"pallabi",1994,1,302664,30026
1341,72000,128.5,0,"paltan",1992,1,302665,30026
2887,1e+05,62,1,"gulshan",1999,1,302626,30026
411,60000,185.5,0.5,"mohammadpur",1984,1,302650,30026
2564,22400,104,0,"gazipur sadar",1997,1,303330,30033
547,120000,188,0,"ramna",1985,1,302666,30026
2222,166667,190.1192883,1,"narayanganj sadar",1995,1,306758,30067
287,72000,200.5,0,"gulshan",1985,1,302626,30026
1975,5e+05,189,1,"narayanganj sadar",1994,1,306758,30067
2521,250000,115,1,"narayanganj sadar",1997,1,306758,30067
1287,80000,177,0,"jatrabari",1992,1,302629,30026
1664,50000,193.5,0,"pallabi",1993,1,302664,30026
1676,50000,135,0,"mirpur",1993,1,302648,30026
2803,52000,85,0,"bangshal",1998,1,302605,30026
1332,192000,112.5,1,"jatrabari",1992,1,302629,30026
2353,75000,315,1,"mirpur",1996,1,302648,30026
1605,NA,224.4716134,0,"rampura",1993,1,302667,30026
1513,1e+05,195,0,"savar",1993,1,302672,30026
2126,150000,235.5,0,"gulshan",1995,1,302626,30026
2965,160000,291.5,0,"kafrul",1999,1,302630,30026
901,2e+05,257,1,"mirpur",1991,1,302648,30026
1329,60000,155,0,"gazipur sadar",1992,1,303330,30033
2545,50000,106,0,"gazipur sadar",1997,1,303330,30033
1532,1e+05,195,0,"adabor",1993,1,302602,30026
1691,72000,325,1,"tejgaon industrial area",1993,1,302692,30026
204,1e+05,810,0,"gazipur sadar",1985,1,303330,30033
1281,50000,210,0,"dhanmondi",1992,1,302616,30026
1100,NA,224.4716134,0,"kafrul",1992,1,302630,30026
2643,80000,334.5,0,"savar",1998,1,302672,30026
1963,90000,60,0,"mohammadpur",1994,1,302650,30026
2723,70000,371.5,0,"mohammadpur",1998,1,302650,30026
975,80000,177,0,"dhanmondi",1992,1,302616,30026
729,60000,90,1,"gulshan",1988,1,302626,30026
656,4e+05,225,1,"gulshan",1988,1,302626,30026
830,20000,137.5,0,"rampura",1991,1,302667,30026
1235,30000,98,0.5,"shahbag",1991,1,302675,30026
2747,146530,220.5,1,"savar",1998,1,302672,30026
2880,40000,72,1,"savar",1999,1,302672,30026
2151,30000,90,1,"savar",1995,1,302672,30026
2894,90000,580.5,1,"motijheel",1999,1,302654,30026
3055,80000,67.5,1,"kafrul",2000,1,302630,30026
1012,30000,161,0,"kalabagan",1992,1,302633,30026
1180,60000,138,0,"kafrul",1992,1,302630,30026
282,40000,219,1,"mirpur",1985,1,302648,30026
508,48000,134,0,"gulshan",1985,1,302626,30026
756,60000,95,1,"mirpur",1989,1,302648,30026
2823,NA,41,1,"narayanganj sadar",1999,1,306758,30067
125,72000,200,0,"mirpur",1984,1,302648,30026
390,60000,113,0,"tejgaon",1985,1,302690,30026
535,60000,1211.5,0,"rampura",1986,1,302667,30026
725,120000,311,0.5,"kafrul",1988,1,302630,30026
486,72000,104,0,"darus salam",1985,1,302611,30026
1369,150000,314,0,"gazipur sadar",1993,1,303330,30033
2622,3e+05,109,1,"kaliakair",1998,1,303332,30033
131,18000,60.5,0.5,"pallabi",1986,1,302664,30026
224,150000,238,1,"gazipur sadar",1985,1,303330,30033
239,48000,150.5,0,"savar",1986,1,302672,30026
1512,60000,271.5,0,"savar",1982,1,302672,30026
516,60000,269.5,0,"savar",1985,1,302672,30026
2603,120000,382.1192883,0,"savar",1998,1,302672,30026
613,20000,180,1,"gulshan",1988,1,302626,30026
1183,60000,156.5,0,"mirpur",1992,1,302648,30026
2665,42000,81,0,"tejgaon industrial area",1998,1,302692,30026
1166,25000,120,0,"mirpur",1992,1,302648,30026
1277,60000,110,0,"sher-e-bangla nagar",1992,1,302680,30026
2361,2e+05,71,1,"narayanganj sadar",1996,1,306758,30067
1447,1e+05,59,1,"pallabi",1992,1,302664,30026
887,27000,115,0,"mirpur",1991,1,302648,30026
1959,180000,60,1,"narayanganj sadar",1994,1,306758,30067
1026,120000,145,0,"mohammadpur",1992,1,302650,30026
772,1500000,130,1,"mirpur",1989,1,302648,30026
1895,110000,126,1,"tejgaon industrial area",1994,1,302692,30026
2938,6e+05,540.5,1,"savar",1999,1,302672,30026
1516,540000,150,0,"narayanganj sadar",1993,1,306758,30067
1407,1e+05,136,1,"motijheel",1992,1,302654,30026
1936,36000,136,0,"shyampur",1994,1,302676,30026
231,60000,249,0,"mirpur",1986,1,302648,30026
1052,250000,200,1,"rampura",1992,1,302667,30026
2630,1e+05,106.5,1,"pallabi",1998,1,302664,30026
771,3e+05,146.5,1,"pallabi",1990,1,302664,30026
2158,2e+05,145,1,"narayanganj sadar",1995,1,306758,30067
1703,450000,237.5,1,"gazipur sadar",1994,1,303330,30033
134,60000,115,0,"new market",1985,1,302663,30026
3114,80000,368.5,1,"kafrul",2000,1,302630,30026
950,365000,94,0.5,"ramna",1989,1,302666,30026
2443,8e+05,232,1,"kaliakair",1993,1,303332,30033
2709,NA,25,1,"narayanganj sadar",1998,1,306758,30067
2477,NA,90,1,"narayanganj sadar",1997,1,306758,30067
2825,NA,65,0,"kafrul",1993,1,302630,30026
1633,12000,99,0,"kafrul",1993,1,302630,30026
2350,130000,595,1,"kaliakair",1996,1,303332,30033
2506,84000,350,1,"savar",1997,1,302672,30026
2951,150000,90,1,"turag",1999,1,302693,30026
1808,208000,104,1,"bandar",1994,1,306706,30067
1268,45000,148,1,"khulna sadar",1991,1,404751,40047
1666,120000,357,0.5,"gazipur sadar",1993,1,303330,30033
3128,15000,95,0.5,"gazipur sadar",2000,1,303330,30033
803,36000,150,0,"kafrul",1991,1,302630,30026
355,72000,250,0,"kafrul",1985,1,302630,30026
469,40000,134,0.5,"gulshan",1985,1,302626,30026
891,40000,150,0.5,"cantonment",1991,1,302608,30026
2311,80000,776,1,"narayanganj sadar",1996,1,306758,30067
2585,1e+05,182.6192883,0.5,"gazipur sadar",1998,1,303330,30033
1778,164250,205,1,"sabujbagh",1994,1,302668,30026
2527,NA,188,0,"savar",1997,1,302672,30026
2123,1e+05,311,0,"gazipur sadar",1995,1,303330,30033
1550,14000,163,0,"pallabi",1992,1,302664,30026
1224,60000,151,0,"motijheel",1992,1,302654,30026
1575,50000,140,0,"tejgaon",1993,1,302690,30026
2936,NA,80,0.5,"narayanganj sadar",1999,1,306758,30067
1284,170000,226,0.5,"tejgaon industrial area",1991,1,302692,30026
208,NA,60,0.5,"mohammadpur",1986,1,302650,30026
183,50000,125,0,"motijheel",1986,1,302654,30026
2762,90000,196.5,0,"sabujbagh",1998,1,302668,30026
2214,38400,180,1,"kafrul",1995,1,302630,30026
388,72000,116,0,"mohammadpur",1985,1,302650,30026
207,90000,165,0,"new market",1985,1,302663,30026
1599,15000,127,0,"mirpur",1993,1,302648,30026
2156,45000,139,0,"mirpur",1995,1,302648,30026
2124,NA,224.4716134,1,"mirpur",1995,1,302648,30026
1618,NA,224.4716134,1,"savar",1993,1,302672,30026
233,120000,222,0,"savar",1985,1,302672,30026
942,1e+05,247.5,0,"savar",1992,1,302672,30026
809,60000,150,0,"gazipur sadar",1991,1,303330,30033
1502,40000,152.5,0,"gazipur sadar",1993,1,303330,30033
1279,50000,130,0,"narayanganj sadar",1992,1,306758,30067
2377,182250,60,1,"gazipur sadar",1996,1,303330,30033
2742,80000,140,0,"darus salam",1998,1,302611,30026
2023,2e+05,73,1,"narayanganj sadar",1995,1,306758,30067
387,30000,150,0,"uttara, bimanbandar",1985,1,302695,30026
1162,40000,225,1,"uttara, bimanbandar",1992,1,302695,30026
1163,30000,150,0,"uttara, bimanbandar",1992,1,302695,30026
1705,1500000,436,0.5,"savar",1993,1,302672,30026
2384,70000,394.5,1,"tejgaon industrial area",1996,1,302692,30026
2885,NA,100,0,"mirpur",1999,1,302648,30026
1593,96000,141,0,"tejgaon",1993,1,302690,30026
1383,30000,130,0,"shyampur",1993,1,302676,30026
1392,10000,110,0,"uttara, bimanbandar",1992,1,302695,30026
1700,28800,124,0,"turag",1994,1,302693,30026
1415,15000,120,0,"kafrul",1993,1,302630,30026
1019,115000,117,0,"mohammadpur",1992,1,302650,30026
3210,120000,130,1,"narayanganj sadar",2000,1,306758,30067
3147,NA,95,0.5,"kafrul",2000,1,302630,30026
1320,60000,151,0,"sher-e-bangla nagar",1991,1,302680,30026
1918,1e+05,120,1,"gulshan",1994,1,302626,30026
1809,36000,137.5,0.5,"ramna",1994,1,302666,30026
1399,50000,156,0,"narayanganj sadar",1993,1,306758,30067
967,2e+05,634.5,1,"gazipur sadar",1993,1,303330,30033
992,140000,115,0,"shah ali",1992,1,302674,30026
766,3e+05,100,1,"pallabi",1990,1,302664,30026
1628,36000,170,1,"mirpur",1993,1,302648,30026
235,36000,172.5,0,"gulshan",1985,1,302626,30026
1024,40000,138.5,0,"gazipur sadar",1992,1,303330,30033
1688,60000,100,0.5,"gazipur sadar",1993,1,303330,30033
3180,3e+05,124,1,"gazipur sadar",2000,1,303330,30033
820,NA,224.4716134,0,"mirpur",1991,1,302648,30026
2312,5e+05,400,1,"narayanganj sadar",1994,1,306758,30067
841,70000,119,0,"kafrul",1989,1,302630,30026
2617,50000,160,1,"narayanganj sadar",1998,1,306758,30067
248,70000,105,1,"gulshan",1985,1,302626,30026
3127,NA,82,0,"darus salam",2000,1,302611,30026
2425,60000,100,0,"dhanmondi",1997,1,302616,30026
186,72000,230,0,"savar",1984,1,302672,30026
1333,60000,105,0,"gazipur sadar",1992,1,303330,30033
2756,60000,122,1,"gazipur sadar",1998,1,303330,30033
2755,48000,152,0,"gazipur sadar",1998,1,303330,30033
3173,NA,191,0,"gazipur sadar",2000,1,303330,30033
2218,NA,224.4716134,0,"gazipur sadar",1995,1,303330,30033
2946,NA,99,0,"uttara, bimanbandar",1999,1,302695,30026
1677,60000,142.6192883,0,"adabor",1993,1,302602,30026
1244,48000,142.5,0,"gazipur sadar",1992,1,303330,30033
1978,34000,120,0,"tejgaon",1994,1,302690,30026
983,1e+05,75,0,"pallabi",1993,1,302664,30026
416,120000,193,0,"mohammadpur",1985,1,302650,30026
902,280000,1039.5,0.5,"kafrul",1992,1,302630,30026
2710,264450,300.5,1,"savar",1997,1,302672,30026
1923,125000,140.1192883,1,"gulshan",1994,1,302626,30026
1350,60000,124,0,"mirpur",1992,1,302648,30026
518,33500,82,0,"motijheel",1985,1,302654,30026
1934,840000,513,1,"shyampur",1994,1,302676,30026
1029,240000,387.5,0,"gazipur sadar",1992,1,303330,30033
869,120000,524,0,"pallabi",1991,1,302664,30026
894,150000,57,1,"khilgaon",1991,1,302636,30026
1429,1800000,334,1,"gazipur sadar",1991,1,303330,30033
1752,78000,179.5,0,"shahbag",1993,1,302675,30026
2489,72000,120,0,"new market",1997,1,302663,30026
1681,75000,600,1,"gazipur sadar",1993,1,303330,30033
2644,75000,450,1,"sonargaon",1998,1,306704,30067
580,40000,171,0,"gulshan",1985,1,302626,30026
1030,25000,200,0,"ramna",1992,1,302666,30026
1050,480000,168,0,"sher-e-bangla nagar",1990,1,302680,30026
1717,NA,224.4716134,0.5,"sher-e-bangla nagar",1993,1,302680,30026
312,240000,694,0.5,"gazipur sadar",1985,1,303330,30033
765,30000,110,0,"kafrul",1991,1,302630,30026
1625,36000,160,0,"tejgaon industrial area",1993,1,302692,30026
1293,1e+05,276,0,"savar",1992,1,302672,30026
2173,1500000,172.5,1,"rampura",1995,1,302667,30026
138,150000,363,0,"mirpur",1985,1,302648,30026
583,60000,250,0,"new market",1985,1,302663,30026
2902,184417,266.6192883,0,"gazipur sadar",1999,1,303330,30033
2931,40000,90.5,0,"kafrul",1999,1,302630,30026
142,60000,120,0,"mohammadpur",1985,1,302650,30026
1300,21000,50,1,"mohammadpur",1991,1,302650,30026
658,40000,160,0,"gulshan",1987,1,302626,30026
24,150000,237.5,0,"mirpur",1985,1,302648,30026
2899,36000,100,0,"kafrul",1999,1,302630,30026
814,62000,126,0,"ramna",1991,1,302666,30026
2851,60000,105.5,0,"mirpur",1998,1,302648,30026
500,36000,196,0,"shyampur",1987,1,302676,30026
3228,60000,123,1,"gazipur sadar",2000,1,303330,30033
687,60000,126.5,0,"motijheel",1987,1,302654,30026
2983,1300000,243.5,1,"gazipur sadar",1999,1,303330,30033
831,60000,101,0.5,"gulshan",1991,1,302626,30026
1706,120000,87.5,1,"mirpur",1993,1,302648,30026
2165,270000,90,1,"narayanganj sadar",1995,1,306758,30067
939,30000,98,1,"narayanganj sadar",1992,1,306758,30067
2857,72000,131,0,"tejgaon industrial area",1998,1,302692,30026
1887,120000,264.5,0,"tejgaon industrial area",1994,1,302692,30026
3134,176000,200,1,"gazipur sadar",2000,1,303330,30033
893,60000,156.5,0.5,"rampura",1991,1,302667,30026
925,350000,425,1,"kaliakair",1991,1,303332,30033
777,416666,152.5,1,"mirzapur",1990,1,309366,30093
2133,55000,252.5,1,"new market",1995,1,302663,30026
44,60000,305,0,"sutrapur",1983,1,302688,30026
1914,38000,250,0,"gazipur sadar",2000,1,303330,30033
1894,48000,125,0,"badda",1994,1,302604,30026
2279,90000,95,1,"tejgaon industrial area",1996,1,302692,30026
1753,6e+05,742.6192883,1,"gazipur sadar",1994,1,303330,30033
3092,3e+06,689,1,"gazipur sadar",2000,1,303330,30033
529,1e+05,250,0,"tejgaon",1985,1,302690,30026
23,120000,176,0,"tejgaon",1985,1,302690,30026
1288,1e+05,122.5,1,"narayanganj sadar",1991,1,306758,30067
984,19500,120,0,"gulshan",1992,1,302626,30026
892,120000,92.5,1,"rampura",1989,1,302667,30026
2952,26000,122,0,"tejgaon industrial area",1999,1,302692,30026
1656,175000,230.5,0,"pallabi",1993,1,302664,30026
2897,72000,214.5,0,"gazipur sadar",1999,1,303330,30033
2949,720000,294.5,0,"badda",1999,1,302604,30026
2783,42000,300,1,"kamrangir char",1998,1,302634,30026
2199,60000,400,1,"hazaribagh",1995,1,302628,30026
1920,60000,340,1,"kafrul",1994,1,302630,30026
965,108000,80,0,"kafrul",1992,1,302630,30026
2767,150000,135,1,"savar",1998,1,302672,30026
3034,150000,210.1192883,1,"savar",1999,1,302672,30026
1538,156000,110,1,"kalabagan",1993,1,302633,30026
1378,60000,107,0,"new market",1993,1,302663,30026
2774,150000,112.5,1,"gazipur sadar",1998,1,303330,30033
762,350000,241,1,"gazipur sadar",1990,1,303330,30033
1213,110000,153,0.5,"gulshan",1992,1,302626,30026
2125,250000,112,1,"gazipur sadar",1995,1,303330,30033
148,1e+05,221.5,0,"pallabi",1984,1,302664,30026
1597,108000,122.5,1,"kafrul",1993,1,302630,30026
611,NA,60,0,"mohammadpur",1986,1,302650,30026
2184,NA,224.4716134,0,"savar",1995,1,302672,30026
1822,6e+05,231.5,1,"narayanganj sadar",1994,1,306758,30067
2672,260000,120,1,"rupganj",1997,1,306768,30067
489,26000,155.5,1,"savar",1985,1,302672,30026
302,30000,84,0.5,"gulshan",1986,1,302626,30026
283,50000,80,0,"ramna",1992,1,302666,30026
2447,NA,20,0,"gazipur sadar",1997,1,303330,30033
1475,60000,112,0,"gulshan",1993,1,302626,30026
1398,20000,95,0,"narayanganj sadar",1992,1,306758,30067
2004,20000,175.5,0,"kafrul",1995,1,302630,30026
558,144000,200,0,"pallabi",1985,1,302664,30026
2812,5e+05,234,1,"kaliakair",1998,1,303332,30033
2088,45000,350,1,"savar",1995,1,302672,30026
916,60000,75,0,"rampura",1991,1,302667,30026
2985,180000,70,1,"narayanganj sadar",1999,1,306758,30067
707,96000,100,1,"rampura",1988,1,302667,30026
254,62000,231.5,0,"bangshal",1984,1,302605,30026
913,144000,114,0,"sutrapur",1991,1,302688,30026
465,36000,150.5,0,"sutrapur",1985,1,302688,30026
1680,40000,180,0,"ramna",1994,1,302666,30026
30,85000,175,0.5,"kotwali",1985,1,201541,20015
1082,50000,262.5,0,"kafrul",1992,1,302630,30026
2105,36000,204,0,"gendaria",1995,1,302624,30026
2372,40000,250,0,"ramna",1996,1,302666,30026
3163,70000,275,0,"ramna",2000,1,302666,30026
1823,60000,200,0,"khilgaon",1994,1,302636,30026
2192,120000,120,0,"kafrul",1995,1,302630,30026
2547,110000,235,0,"gazipur sadar",1997,1,303330,30033
2835,120000,119.5,1,"uttara, bimanbandar",1998,1,302695,30026
2799,80000,137,0,"kafrul",1995,1,302630,30026
2420,140000,305,0,"kafrul",1996,1,302630,30026
1694,55000,350,1,"rampura",1993,1,302667,30026
1020,60000,100,0,"new market",1992,1,302663,30026
2281,70000,70,1,"tejgaon industrial area",1996,1,302692,30026
1500,120000,54.5,1,"mirpur",1992,1,302648,30026
2531,30000,165,0,"mohammadpur",1997,1,302650,30026
2782,1e+05,122,1,"darus salam",1998,1,302611,30026
823,105000,112,0,"turag",1991,1,302693,30026
1955,3e+05,98,1,"narayanganj sadar",1994,1,306758,30067
2904,15000,70.5,1,"narayanganj sadar",1999,1,306758,30067
1250,70000,160,0,"rampura",1992,1,302667,30026
2482,30000,99.5,0,"jatrabari",1997,1,302629,30026
599,36000,160,0,"paltan",1988,1,302665,30026
2628,NA,179,0,"khilkhet",1998,1,302637,30026
2080,75000,168,0,"gulshan",1995,1,302626,30026
1568,129996,655,1,"pallabi",1993,1,302664,30026
1160,292000,611,0,"mirpur",1992,1,302648,30026
969,72000,120,0.5,"kafrul",1990,1,302630,30026
2027,280000,105,1,"narayanganj sadar",1995,1,306758,30067
1964,10000,55,0,"pallabi",1994,1,302664,30026
1919,146000,60,1,"narayanganj sadar",1994,1,306758,30067
1420,90000,206,0,"gazipur sadar",1992,1,303330,30033
155,156000,377.5,0,"narayanganj sadar",1984,1,306758,30067
1598,104000,211.5,0,"tejgaon industrial area",1993,1,302692,30026
1409,60000,203,0,"pallabi",1993,1,302664,30026
122,75000,120,0,"kalabagan",1985,1,302633,30026
2853,NA,125,0,"mirpur",1998,1,302648,30026
2230,96000,185,0.5,"gulshan",1995,1,302626,30026
1178,90000,153.5,0,"gazipur sadar",1992,1,303330,30033
3090,90000,415.5,1,"gazipur sadar",2000,1,303330,30033
1494,120000,165,0,"gazipur sadar",1993,1,303330,30033
1858,60000,85,0.5,"dhanmondi",1994,1,302616,30026
1909,125000,308,0,"savar",1993,1,302672,30026
3027,1e+05,210.5,0,"kafrul",2000,1,302630,30026
905,25000,125,0,"tejgaon industrial area",1989,1,302692,30026
2378,1e+05,203.5,0,"pallabi",1996,1,302664,30026
3097,40000,151.1192883,0.5,"mirpur",2000,1,302648,30026
2022,160000,75,1,"narayanganj sadar",1995,1,306758,30067
3205,1300000,225,1,"gazipur sadar",2000,1,303330,30033
1274,150000,277.5,0,"savar",1992,1,302672,30026
1336,30000,105,0.5,"gulshan",1991,1,302626,30026
783,120000,315.5,0,"savar",1990,1,302672,30026
310,144000,335,0,"savar",1984,1,302672,30026
1064,250000,140,0.5,"mirpur",1990,1,302648,30026
423,150000,201,0,"jatrabari",1985,1,302629,30026
2429,75000,209,1,"gazipur sadar",1997,1,303330,30033
2261,150000,80,1,"narayanganj sadar",1996,1,306758,30067
242,3e+05,170,1,"gazipur sadar",1985,1,303330,30033
1684,84000,212.5,0,"rupganj",1993,1,306768,30067
879,55000,151,0,"tejgaon industrial area",1991,1,302692,30026
459,84000,247.5,0,"rupganj",1985,1,306768,30067
1577,40000,404,1,"darus salam",1993,1,302611,30026
870,60000,130,0,"rampura",1991,1,302667,30026
3064,NA,143,1,"savar",2000,1,302672,30026
1528,20000,150,0,"kafrul",1993,1,302630,30026
61,350000,764,0,"kafrul",1985,1,302630,30026
857,90000,85,1,"narayanganj sadar",1989,1,306758,30067
89,36000,120,0,"kafrul",1985,1,302630,30026
1902,150000,715,1,"gazipur sadar",1994,1,303330,30033
2640,180000,277,0.5,"mirpur",1998,1,302648,30026
499,110000,209.5,0.5,"mirpur",1985,1,302648,30026
386,48000,134,0,"gulshan",1985,1,302626,30026
1436,90000,144.5,0,"rampura",1993,1,302667,30026
2326,249600,96,1,"narayanganj sadar",1996,1,306758,30067
317,126000,291,0.5,"rampura",1986,1,302667,30026
2086,127750,228.5,0,"mirpur",1995,1,302648,30026
2796,36000,142.5,0,"rampura",1998,1,302667,30026
453,70000,273,0,"rampura",1985,1,302667,30026
2583,108000,123,0,"keraniganj",1998,1,302638,30026
113,157000,169,0.5,"tejgaon industrial area",1985,1,302692,30026
2977,NA,224.4716134,0,"khilkhet",1999,1,302637,30026
1182,90000,200,0,"uttara, bimanbandar",1991,1,302695,30026
475,72000,152.5,0,"sabujbagh",1985,1,302668,30026
1660,78000,135,0,"rampura",1993,1,302667,30026
1145,1e+05,185.5,0,"tejgaon industrial area",1992,1,302692,30026
428,72000,176,0,"mirpur",1985,1,302648,30026
1147,77000,140,0,"gulshan",1992,1,302626,30026
3025,119400,125,0,"sutrapur",1999,1,302688,30026
3068,75504,396.5,1,"savar",2000,1,302672,30026
70,150000,190,0,"kafrul",1985,1,302630,30026
2522,30000,110,0,"rampura",1997,1,302667,30026
3162,3e+05,160.1192883,1,"gazipur sadar",2000,1,303330,30033
698,150000,100,1,"narayanganj sadar",1988,1,306758,30067
